Date,Series,Open,High,Low,Prev Close,Last,Close,VWAP,52W H,52W L,Volume,Turnover,Trades
2023-02-24,EQ,438.0,438.0,414.25,436.45,415.85,415.25,419.46,636.0,308.95,"1,08,14,032","4,53,60,59,569.75","1,31,427"
2023-02-27,EQ,415.0,415.0,401.5,415.25,412.0,411.8,407.33,636.0,308.95,"83,01,373","3,38,14,05,567.25","1,14,227"
2023-02-28,EQ,413.5,413.9,398.0,411.8,399.45,399.2,401.71,636.0,308.95,"1,21,74,759","4,89,07,61,949.15","1,27,358"
2023-03-01,EQ,402.0,414.9,401.65,399.2,413.9,413.05,410.99,636.0,308.95,"79,35,816","3,26,15,14,824.80","1,30,191"
2023-03-02,EQ,415.0,416.8,408.0,413.05,410.45,410.8,411.39,636.0,308.95,"48,04,013","1,97,63,12,258.20","74,037"
2023-03-03,EQ,413.2,419.35,412.2,410.8,418.5,416.9,416.11,636.0,308.95,"51,02,333","2,12,31,34,572.90","60,197"
2023-03-06,EQ,419.0,422.2,413.9,416.9,414.5,414.5,417.25,636.0,308.95,"50,71,598","2,11,61,26,107.25","74,017"
2023-03-08,EQ,409.95,409.95,396.1,414.5,408.75,407.75,405.54,636.0,308.95,"70,44,653","2,85,68,82,943.30","88,360"
2023-03-09,EQ,411.0,418.5,408.0,407.75,408.85,408.85,412.73,636.0,308.95,"69,82,179","2,88,17,86,557.70","86,825"
2023-03-10,EQ,403.0,409.5,395.4,408.85,406.2,405.65,404.89,636.0,308.95,"52,39,128","2,12,12,51,166.90","69,010"
2023-03-13,EQ,409.0,414.95,398.5,405.65,403.8,402.25,406.22,636.0,308.95,"59,62,595","2,42,21,20,999.25","76,984"
2023-03-14,EQ,404.3,407.95,399.45,402.25,403.6,402.7,403.3,636.0,308.95,"58,41,181","2,35,57,43,987.00","81,736"
2023-03-15,EQ,407.95,412.75,405.0,402.7,405.15,406.15,408.71,636.0,308.95,"56,81,268","2,32,19,85,314.50","62,659"
2023-03-16,EQ,400.6,400.85,383.1,406.15,385.5,384.95,387.07,636.0,308.95,"1,67,39,755","6,47,95,11,813.40","2,03,714"
2023-03-17,EQ,389.25,398.05,386.55,384.95,396.25,396.7,392.94,636.0,308.95,"98,61,244","3,87,49,09,589.55","93,479"
2023-03-20,EQ,393.75,394.05,381.0,396.7,386.25,385.75,385.42,636.0,308.95,"63,31,283","2,44,01,94,585.30","87,755"
2023-03-21,EQ,387.7,390.6,384.95,385.75,388.3,388.55,387.32,636.0,308.95,"60,80,002","2,35,49,22,361.20","91,870"
2023-03-22,EQ,390.1,396.75,388.25,388.55,392.25,392.75,393.07,636.0,308.95,"65,11,605","2,55,94,89,239.75","98,949"
2023-03-23,EQ,387.0,400.65,386.0,392.75,398.6,398.8,397.07,636.0,308.95,"1,04,53,779","4,15,08,59,824.00","92,029"
2023-03-24,EQ,400.8,401.0,386.15,398.8,388.0,388.4,391.44,636.0,308.95,"88,33,099","3,45,75,84,852.85","86,717"
2023-03-27,EQ,390.0,396.6,389.4,388.4,389.55,389.95,392.8,636.0,308.95,"70,66,058","2,77,55,21,149.05","86,069"
2023-03-28,EQ,393.0,399.8,391.75,389.95,392.95,392.9,395.18,636.0,308.95,"64,24,209","2,53,87,40,694.60","70,293"
2023-03-29,EQ,394.9,400.9,389.9,392.9,399.0,399.05,394.16,636.0,308.95,"69,59,623","2,74,32,27,938.90","83,017"
2023-03-31,EQ,404.05,410.3,401.1,399.05,403.2,405.35,405.82,636.0,308.95,"74,68,634","3,03,09,56,684.95","1,53,206"
2023-04-03,EQ,406.5,406.9,399.55,405.35,402.25,402.55,402.06,590.95,308.95,"52,00,766","2,09,10,36,628.30","83,017"
2023-04-05,EQ,402.0,404.6,394.3,402.55,402.65,403.3,400.72,590.95,308.95,"56,07,641","2,24,70,75,773.75","68,547"
2023-04-06,EQ,401.0,406.5,398.75,403.3,404.5,405.25,403.7,590.95,308.95,"41,74,551","1,68,52,56,167.20","47,117"
2023-04-10,EQ,406.8,413.85,405.5,405.25,410.7,411.45,410.57,587.45,308.95,"53,27,008","2,18,70,86,396.75","62,407"
2023-04-11,EQ,412.9,418.05,411.15,411.45,417.5,417.55,415.57,587.45,308.95,"49,65,642","2,06,35,63,026.45","57,305"
2023-04-12,EQ,419.9,422.4,415.6,417.55,417.5,417.65,418.55,587.45,308.95,"47,01,591","1,96,78,70,070.25","65,869"
2023-04-13,EQ,418.05,422.75,415.35,417.65,422.2,422.05,419.64,587.45,308.95,"63,68,113","2,67,23,45,040.60","68,376"
2023-04-17,EQ,422.35,429.15,421.6,422.05,428.5,428.7,425.95,556.2,308.95,"69,20,340","2,94,77,13,653.60","93,653"
2023-04-18,EQ,430.0,433.0,427.9,428.7,430.7,431.55,430.9,556.2,308.95,"48,66,068","2,09,67,82,265.35","43,769"
2023-04-19,EQ,434.4,437.35,431.3,431.55,432.7,433.05,434.12,556.2,308.95,"59,82,454","2,59,70,75,444.50","60,854"
2023-04-20,EQ,431.9,435.7,428.05,433.05,428.6,429.85,432.78,556.2,308.95,"38,30,118","1,65,75,89,290.85","44,562"
2023-04-21,EQ,430.0,430.85,419.0,429.85,422.6,422.35,422.28,556.2,308.95,"51,39,533","2,17,02,97,232.10","83,610"
2023-04-24,EQ,419.0,428.95,418.35,422.35,428.0,427.8,424.66,508.5,308.95,"23,08,450","98,02,99,254.05","41,053"
2023-04-25,EQ,425.0,431.7,425.0,427.8,429.25,429.8,429.4,508.5,308.95,"36,48,159","1,56,65,03,478.90","53,706"
2023-04-26,EQ,425.6,427.0,422.1,429.8,424.95,424.8,424.2,508.5,308.95,"51,84,973","2,19,94,62,210.35","50,682"
2023-04-27,EQ,425.0,431.45,422.05,424.8,430.75,430.8,428.63,508.5,308.95,"32,71,257","1,40,21,71,064.40","44,758"
2023-04-28,EQ,433.5,437.0,430.9,430.8,435.5,436.1,434.05,508.5,308.95,"49,13,550","2,13,27,23,158.45","47,290"
2023-05-02,EQ,439.0,449.9,438.0,436.1,446.0,446.15,445.63,504.0,308.95,"51,78,547","2,30,77,14,060.20","78,416"
2023-05-03,EQ,441.0,443.9,434.25,446.15,441.5,442.3,439.27,504.0,308.95,"48,26,725","2,12,02,40,166.60","62,551"
2023-05-04,EQ,445.0,446.45,440.5,442.3,444.8,445.5,444.73,504.0,308.95,"31,00,187","1,37,87,56,605.65","48,003"
