"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"23-Feb-2024","EQ","1,926.35","1,947.85","1,901.10","1,910.35","1,924.95","1,929.95","1,927.71","1,947.85","1,123.40","33,23,441","6,40,66,32,831.35","1,27,112"
"22-Feb-2024","EQ","1,870.95","1,917.00","1,853.00","1,859.65","1,908.00","1,910.35","1,876.80","1,917.00","1,123.40","33,60,123","6,30,62,67,779.00","1,75,607"
"21-Feb-2024","EQ","1,849.90","1,889.70","1,846.70","1,853.65","1,858.00","1,859.65","1,866.69","1,889.70","1,123.40","44,66,234","8,33,70,64,019.10","1,58,000"
"20-Feb-2024","EQ","1,837.40","1,860.00","1,820.50","1,848.55","1,848.75","1,853.65","1,845.06","1,864.65","1,123.40","18,30,562","3,37,75,01,723.05","1,05,235"
"19-Feb-2024","EQ","1,836.05","1,856.45","1,820.00","1,835.55","1,847.10","1,848.55","1,843.43","1,864.65","1,123.40","26,82,236","4,94,45,25,867.95","1,12,120"
"16-Feb-2024","EQ","1,788.00","1,864.65","1,776.85","1,765.05","1,838.00","1,835.55","1,825.59","1,864.65","1,123.40","71,88,957","13,12,40,79,097.95","3,16,154"
"15-Feb-2024","EQ","1,681.05","1,784.90","1,668.10","1,657.05","1,769.85","1,765.05","1,748.30","1,784.90","1,123.40","98,87,134","17,28,56,35,543.90","3,65,256"
"14-Feb-2024","EQ","1,631.00","1,679.65","1,623.90","1,646.75","1,662.00","1,657.05","1,650.42","1,758.00","1,123.40","43,68,695","7,21,01,83,363.85","1,84,976"
"13-Feb-2024","EQ","1,670.00","1,679.40","1,623.45","1,660.45","1,650.00","1,646.75","1,649.01","1,758.00","1,123.40","20,75,130","3,42,19,16,330.55","1,11,100"
"12-Feb-2024","EQ","1,654.00","1,675.05","1,640.55","1,646.40","1,661.60","1,660.45","1,657.26","1,758.00","1,123.40","11,97,925","1,98,52,71,523.25","95,274"
"09-Feb-2024","EQ","1,686.00","1,689.75","1,628.00","1,685.90","1,644.45","1,646.40","1,647.76","1,758.00","1,123.40","20,33,950","3,35,14,65,286.60","1,45,064"
"08-Feb-2024","EQ","1,729.00","1,743.90","1,675.55","1,721.00","1,691.20","1,685.90","1,707.81","1,758.00","1,123.40","25,50,690","4,35,61,02,159.50","1,45,744"
"07-Feb-2024","EQ","1,731.45","1,752.00","1,715.70","1,727.65","1,722.00","1,721.00","1,727.35","1,758.00","1,123.40","12,13,661","2,09,64,13,185.25","1,11,960"
"06-Feb-2024","EQ","1,710.95","1,730.00","1,706.00","1,703.55","1,728.00","1,727.65","1,722.89","1,758.00","1,123.40","22,19,874","3,82,45,98,913.10","1,26,701"
"05-Feb-2024","EQ","1,676.70","1,712.85","1,665.10","1,660.75","1,700.00","1,703.55","1,697.06","1,758.00","1,123.40","35,25,423","5,98,28,67,697.00","1,49,948"
"02-Feb-2024","EQ","1,655.00","1,687.05","1,650.00","1,651.15","1,660.00","1,660.75","1,666.64","1,758.00","1,123.40","33,04,158","5,50,68,39,985.10","1,71,830"
"01-Feb-2024","EQ","1,659.25","1,702.60","1,645.55","1,651.55","1,651.00","1,651.15","1,676.52","1,758.00","1,123.40","40,65,784","6,81,63,83,895.35","1,69,445"
"31-Jan-2024","EQ","1,615.05","1,658.30","1,609.05","1,620.35","1,656.80","1,651.55","1,644.55","1,758.00","1,123.40","31,54,787","5,18,82,19,997.35","1,78,458"
"30-Jan-2024","EQ","1,649.95","1,659.50","1,614.45","1,640.00","1,618.00","1,620.35","1,636.71","1,758.00","1,123.40","25,69,098","4,20,48,67,337.00","1,30,366"
"29-Jan-2024","EQ","1,635.50","1,645.00","1,625.00","1,635.50","1,637.50","1,640.00","1,637.85","1,758.00","1,123.40","30,75,670","5,03,74,74,705.10","1,32,824"
"25-Jan-2024","EQ","1,631.60","1,642.75","1,603.90","1,628.10","1,633.10","1,635.50","1,627.41","1,758.00","1,123.40","20,38,472","3,31,74,33,483.65","1,44,616"
"24-Jan-2024","EQ","1,595.00","1,632.30","1,575.00","1,595.20","1,628.00","1,628.10","1,604.55","1,758.00","1,123.40","25,43,323","4,08,08,86,969.10","1,71,147"
"23-Jan-2024","EQ","1,619.00","1,647.60","1,588.25","1,622.30","1,595.10","1,595.20","1,620.52","1,758.00","1,123.40","27,72,880","4,49,35,17,297.70","1,57,662"
"20-Jan-2024","EQ","1,660.50","1,673.95","1,616.00","1,655.55","1,624.00","1,622.30","1,639.07","1,758.00","1,123.40","7,11,300","1,16,58,67,502.95","46,251"
"19-Jan-2024","EQ","1,624.95","1,659.00","1,622.25","1,617.25","1,653.30","1,655.55","1,644.09","1,758.00","1,123.40","28,36,976","4,66,42,30,995.40","1,33,905"
