"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"23-Feb-2024","EQ","305.80","347.00","305.35","302.85","335.00","333.95","330.70","347.00","204.25","27,00,77,122","89,31,57,42,779.70","13,05,409"
"22-Feb-2024","EQ","291.70","305.30","291.10","290.10","303.85","302.85","299.38","305.30","204.25","7,56,89,296","22,66,01,56,832.60","4,10,986"
"21-Feb-2024","EQ","284.00","294.50","283.20","281.70","289.65","290.10","289.64","295.70","204.25","6,41,30,106","18,57,45,23,382.80","4,16,397"
"20-Feb-2024","EQ","274.20","289.30","273.60","274.00","281.80","281.70","282.79","295.70","204.25","5,56,88,591","15,74,81,68,208.00","3,39,444"
"19-Feb-2024","EQ","273.25","277.10","271.90","271.90","274.05","274.00","274.21","295.70","204.25","1,83,90,283","5,04,28,74,740.65","94,897"
"16-Feb-2024","EQ","275.30","276.75","271.00","274.05","271.30","271.90","272.88","295.70","204.25","1,43,37,059","3,91,23,43,096.95","1,36,682"
"15-Feb-2024","EQ","275.00","279.00","273.00","273.00","274.05","274.05","275.48","295.70","204.25","1,94,77,720","5,36,56,34,914.75","1,46,953"
"14-Feb-2024","EQ","269.90","275.00","268.55","272.75","272.45","273.00","272.14","295.70","204.25","2,13,74,190","5,81,67,19,006.65","1,73,404"
"13-Feb-2024","EQ","270.45","275.40","263.70","271.45","272.75","272.75","268.25","295.70","204.25","3,12,20,101","8,37,47,45,910.75","2,49,785"
"12-Feb-2024","EQ","276.10","281.10","267.70","273.00","272.90","271.45","274.36","295.70","204.25","4,70,43,875","12,90,71,84,606.55","3,27,409"
"09-Feb-2024","EQ","264.40","276.30","258.40","262.80","274.00","273.00","266.94","295.70","204.25","5,11,20,889","13,64,61,13,951.45","3,34,750"
"08-Feb-2024","EQ","270.00","270.40","261.95","268.50","263.70","262.80","265.00","295.70","204.25","2,19,48,925","5,81,63,97,200.75","1,91,228"
"07-Feb-2024","EQ","273.45","275.70","267.40","270.95","269.00","268.50","271.00","295.70","204.25","3,09,63,705","8,39,12,53,647.45","2,46,417"
"06-Feb-2024","EQ","285.70","285.70","266.05","289.10","270.20","270.95","276.21","295.70","204.25","8,66,35,613","23,92,97,86,173.05","6,22,597"
"05-Feb-2024","EQ","256.35","295.70","255.70","253.80","292.40","289.10","281.73","295.70","204.25","21,10,28,604","59,45,35,06,912.55","10,40,965"
"02-Feb-2024","EQ","252.50","257.30","250.60","252.40","253.85","253.80","253.61","269.70","204.25","3,02,18,956","7,66,37,50,992.05","1,69,624"
"01-Feb-2024","EQ","251.00","254.70","249.20","248.25","252.15","252.40","252.59","269.70","204.25","2,43,23,325","6,14,39,04,160.40","1,65,195"
"31-Jan-2024","EQ","247.65","250.60","246.10","247.70","248.50","248.25","248.21","269.70","204.25","1,51,83,900","3,76,87,55,692.60","1,32,755"
"30-Jan-2024","EQ","253.15","253.95","247.10","251.00","247.50","247.70","250.69","269.70","204.25","1,52,92,451","3,83,37,26,041.75","1,20,971"
"29-Jan-2024","EQ","242.00","254.40","240.00","239.85","251.20","251.00","248.77","269.70","204.25","4,11,48,261","10,23,62,91,090.65","2,63,988"
"25-Jan-2024","EQ","240.40","242.65","238.90","239.75","240.00","239.85","240.35","269.70","204.25","1,23,52,497","2,96,89,66,661.75","1,18,996"
"24-Jan-2024","EQ","240.00","241.55","237.10","240.40","241.00","239.75","239.10","269.70","204.25","1,52,76,800","3,65,26,81,989.25","1,72,549"
"23-Jan-2024","EQ","247.85","248.05","240.00","246.45","240.50","240.40","242.75","269.70","204.25","1,31,84,700","3,20,05,52,531.05","1,41,001"
"20-Jan-2024","EQ","248.90","249.50","244.55","246.25","246.30","246.45","246.49","269.70","204.25","1,16,52,989","2,87,23,66,583.75","1,09,375"
"19-Jan-2024","EQ","245.85","249.15","245.40","243.25","246.50","246.25","247.36","269.70","204.25","1,65,63,079","4,09,70,31,874.70","1,57,922"
"18-Jan-2024","EQ","243.45","247.90","239.05","242.55","243.50","243.25","243.77","269.70","204.25","2,48,04,800","6,04,66,86,804.75","1,73,106"
"17-Jan-2024","EQ","247.00","247.00","242.15","248.85","242.75","242.55","244.37","269.70","204.25","2,83,18,086","6,92,00,23,192.25","2,65,636"
"16-Jan-2024","EQ","254.10","258.00","246.50","266.75","249.45","248.85","252.47","269.70","204.25","7,04,56,857","17,78,79,02,342.50","4,94,489"
"15-Jan-2024","EQ","258.00","269.70","257.05","255.05","267.35","266.75","264.25","269.70","204.25","6,86,17,372","18,13,20,80,778.20","4,25,062"
