"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"23-Feb-2024","EQ","2,999.00","3,005.00","2,966.20","3,017.40","2,982.85","2,985.95","2,982.15","3,568.00","2,700.10","16,50,523","4,92,21,09,873.85","96,242"
"22-Feb-2024","EQ","2,983.00","3,027.20","2,932.10","3,001.80","3,007.00","3,017.40","2,981.94","3,568.00","2,700.10","26,15,821","7,80,02,29,559.05","1,85,909"
"21-Feb-2024","EQ","3,012.05","3,026.75","2,983.50","3,011.65","2,990.00","3,001.80","3,010.99","3,568.00","2,700.10","9,27,130","2,79,15,76,252.00","93,289"
"20-Feb-2024","EQ","2,998.10","3,017.10","2,972.10","2,998.10","3,014.00","3,011.65","2,999.94","3,568.00","2,700.10","7,29,371","2,18,80,67,985.05","76,225"
"19-Feb-2024","EQ","3,007.90","3,018.70","2,987.50","3,007.90","2,998.00","2,998.10","3,002.41","3,568.00","2,700.10","5,60,700","1,68,34,52,581.50","60,876"
"16-Feb-2024","EQ","3,035.00","3,035.00","3,000.00","3,016.55","3,007.00","3,007.90","3,020.32","3,568.00","2,700.10","11,79,473","3,56,23,91,587.10","89,563"
"15-Feb-2024","EQ","2,980.00","3,024.50","2,967.45","2,976.40","3,017.85","3,016.55","2,997.93","3,568.00","2,700.10","10,68,730","3,20,39,75,021.30","96,818"
"14-Feb-2024","EQ","2,969.90","2,980.80","2,936.05","2,971.60","2,974.00","2,976.40","2,953.41","3,568.00","2,700.10","7,50,339","2,21,60,62,148.85","79,621"
"13-Feb-2024","EQ","2,964.95","2,981.25","2,945.70","2,953.80","2,972.05","2,971.60","2,967.53","3,568.00","2,700.10","7,17,118","2,12,80,69,980.50","60,920"
"12-Feb-2024","EQ","2,951.65","2,964.95","2,920.05","2,951.65","2,959.00","2,953.80","2,943.98","3,568.00","2,700.10","6,14,469","1,80,89,84,058.55","58,111"
"09-Feb-2024","EQ","2,930.00","2,959.00","2,910.55","2,929.60","2,955.95","2,951.65","2,938.62","3,568.00","2,700.10","11,44,765","3,36,40,27,574.45","1,04,927"
"08-Feb-2024","EQ","2,999.75","2,999.75","2,919.80","2,981.15","2,932.00","2,929.60","2,942.95","3,568.00","2,700.10","16,33,654","4,80,77,56,583.60","1,38,167"
"07-Feb-2024","EQ","2,957.00","3,002.95","2,936.05","2,930.95","2,985.00","2,981.15","2,967.20","3,568.00","2,700.10","11,34,012","3,36,48,43,397.40","94,761"
"06-Feb-2024","EQ","2,931.00","2,947.00","2,902.65","2,917.35","2,946.00","2,930.95","2,925.04","3,568.00","2,700.10","14,71,312","4,30,36,48,767.45","1,05,344"
"05-Feb-2024","EQ","2,950.00","2,965.00","2,912.00","2,936.30","2,915.75","2,917.35","2,939.08","3,568.00","2,700.10","9,23,435","2,71,40,53,455.50","98,327"
"02-Feb-2024","EQ","2,950.00","2,962.35","2,924.05","2,929.35","2,936.35","2,936.30","2,943.51","3,568.00","2,694.00","18,81,911","5,53,94,25,205.40","1,71,522"
"01-Feb-2024","EQ","2,961.00","2,972.85","2,919.95","2,957.85","2,926.10","2,929.35","2,933.01","3,568.00","2,694.00","30,06,472","8,81,80,24,560.35","1,41,696"
"31-Jan-2024","EQ","2,966.00","2,971.90","2,948.05","2,954.10","2,964.00","2,957.85","2,955.88","3,568.00","2,694.00","17,71,244","5,23,55,84,031.15","1,20,914"
"30-Jan-2024","EQ","2,990.00","3,005.00","2,951.05","2,976.05","2,959.00","2,954.10","2,973.70","3,568.00","2,694.00","12,73,188","3,78,60,74,346.25","69,876"
"29-Jan-2024","EQ","2,940.05","2,988.45","2,940.05","2,949.20","2,978.00","2,976.05","2,971.57","3,568.00","2,694.00","18,62,723","5,53,52,15,219.50","1,06,094"
"25-Jan-2024","EQ","3,010.05","3,016.00","2,942.30","2,999.45","2,949.10","2,949.20","2,961.59","3,568.00","2,685.85","20,01,961","5,92,89,87,578.85","1,65,587"
"24-Jan-2024","EQ","3,055.00","3,055.00","2,976.10","3,054.70","3,001.95","2,999.45","2,999.09","3,568.00","2,685.85","26,65,932","7,99,53,80,686.90","1,91,460"
"23-Jan-2024","EQ","3,087.55","3,109.00","3,021.55","3,138.80","3,073.95","3,054.70","3,061.31","3,568.00","2,685.85","23,65,225","7,24,06,83,404.70","1,77,182"
